statename,rank,countryd,val2010,val2011,val2012,val2013,share10,share11,share12,share13,change
ALABAMA,0,World,15495.26,17881.21,19572.4,19299.18,1.212,1.208,1.2662,1.2223,-1.4
ALABAMA,0,Top 25,13109.83,15219.2,16921.87,17259.15,84.6054,85.1128,86.4578,89.4294,1.99
ALABAMA,1,Canada,3168.05,3306.15,3963.34,4282.19,20.4453,18.4895,20.2496,22.1885,8.05
ALABAMA,2,China,1910.68,2335.23,2389.66,2476.27,12.3308,13.0597,12.2093,12.831,3.62
ALABAMA,3,Germany,1785.93,1953.67,2547.16,2233.84,11.5257,10.9258,13.014,11.5748,-12.3
ALABAMA,4,Mexico,1125.06,1717.05,2030.91,2222.08,7.2607,9.6025,10.3764,11.5138,9.41
ALABAMA,5,United Kingdom,505,593.63,692.66,693.24,3.2591,3.3198,3.539,3.5921,0.08
ALABAMA,6,Japan,487.8,716.31,808.59,684.32,3.1481,4.0059,4.1313,3.5459,-15.37
ALABAMA,7,Brazil,661.06,659.48,639.91,633.24,4.2662,3.6881,3.2694,3.2812,-1.04
ALABAMA,8,"Korea, South",586.91,522.83,464.76,552.99,3.7877,2.9239,2.3745,2.8653,18.98
ALABAMA,9,France,340.15,331.42,410.69,426.86,2.1952,1.8535,2.0983,2.2118,3.94
ALABAMA,10,Australia,241.17,216.39,247.2,301.3,1.5564,1.2102,1.263,1.5612,21.88
ALABAMA,11,India,159.53,198.39,227.35,243.08,1.0296,1.1095,1.1616,1.2595,6.92
ALABAMA,12,Belgium,215.27,299.61,254.09,222.13,1.3893,1.6755,1.2982,1.151,-12.58
ALABAMA,13,Singapore,156.31,154.96,196.05,219.12,1.0087,0.8666,1.0017,1.1354,11.77
ALABAMA,14,Honduras,200.74,216.11,219.33,210.65,1.2955,1.2086,1.1206,1.0915,-3.96
ALABAMA,15,Turkey,106,116.43,187.3,210.62,0.6841,0.6511,0.957,1.0913,12.45
ALABAMA,16,Colombia,153.59,192.57,188.58,210.03,0.9912,1.077,0.9635,1.0883,11.38
ALABAMA,17,South Africa,124.02,135.77,158.99,184.96,0.8004,0.7593,0.8123,0.9584,16.33
ALABAMA,18,United Arab Emirates,100.84,178.56,132.62,184.11,0.6508,0.9986,0.6776,0.954,38.82
ALABAMA,19,Saudi Arabia,134.45,179.93,167.03,181.29,0.8677,1.0063,0.8534,0.9394,8.54
ALABAMA,20,Italy,211.87,229.5,178.88,173.55,1.3673,1.2835,0.9139,0.8993,-2.98
ALABAMA,21,Hong Kong,236.76,261.09,204,168.69,1.528,1.4601,1.0423,0.8741,-17.31
ALABAMA,22,Netherlands,306.1,300.06,241.79,142.63,1.9755,1.6781,1.2353,0.739,-41.01
ALABAMA,23,Thailand,58.29,173.06,183.76,138.05,0.3761,0.9678,0.9389,0.7153,-24.87
ALABAMA,24,Chile,76.23,147.03,106.29,133.35,0.492,0.8223,0.5431,0.691,25.46
ALABAMA,25,Russia,58.01,83.97,80.94,130.53,0.3743,0.4696,0.4136,0.6764,61.26
ALASKA,0,World,4154.78,5258.96,4543.4,4565.09,0.325,0.3553,0.2939,0.2891,0.48
ALASKA,0,Top 25,3874.82,4892.8,4383.92,4519.37,93.2618,93.0374,96.4899,98.9986,3.09
ALASKA,1,China,921.28,1477.19,1353.69,1250.22,22.1739,28.0889,29.7946,27.3866,-7.64
ALASKA,2,Japan,1217.63,1085.63,780.39,745.02,29.3067,20.6434,17.1764,16.32,-4.53
ALASKA,3,"Korea, South",477.01,642.25,663.18,683.31,11.481,12.2125,14.5966,14.9681,3.03
ALASKA,4,Canada,390.56,586.39,466.51,603.18,9.4002,11.1503,10.2678,13.2129,29.3
ALASKA,5,Germany,174.38,261.44,274.47,287.85,4.197,4.9714,6.0411,6.3054,4.87
ALASKA,6,Singapore,7.98,11.27,123.99,209.47,0.1921,0.2143,2.7291,4.5886,68.94
ALASKA,7,Spain,163.44,205.12,151.38,141.35,3.9337,3.9004,3.3319,3.0963,-6.63
ALASKA,8,Netherlands,115.02,172.71,121.29,111.41,2.7684,3.2841,2.6695,2.4404,-8.15
ALASKA,9,Belgium,63.99,31.43,59.13,64.86,1.5402,0.5976,1.3014,1.4208,9.7
ALASKA,10,Australia,65.52,96.1,107.89,62.05,1.5769,1.8274,2.3747,1.3593,-42.49
ALASKA,11,France,40.91,47.71,36.84,49.73,0.9846,0.9073,0.8108,1.0894,35.01
ALASKA,12,Finland,40.85,59.87,44.85,42.57,0.9831,1.1385,0.9871,0.9324,-5.08
ALASKA,13,Thailand,21.33,35.16,11.58,42.36,0.5135,0.6686,0.2548,0.9279,265.86
ALASKA,14,Ukraine,9.43,17.61,20.75,37.28,0.2269,0.3348,0.4568,0.8165,79.62
ALASKA,15,Lithuania,4.54,11.24,13.44,32.67,0.1093,0.2138,0.2958,0.7157,143.07
ALASKA,16,United Kingdom,29.18,17.86,24.2,28.25,0.7022,0.3395,0.5326,0.6188,16.75
ALASKA,17,Hong Kong,11.77,12.99,13.08,23.91,0.2833,0.247,0.2878,0.5238,82.86
ALASKA,18,Denmark,8.34,18.87,13.38,17.32,0.2008,0.3589,0.2945,0.3793,29.41
ALASKA,19,Chile,23.19,21.01,20.51,16.52,0.5582,0.3995,0.4513,0.3618,-19.45
ALASKA,20,Taiwan,22.91,20.44,17.09,16.29,0.5515,0.3887,0.3763,0.3569,-4.69
ALASKA,21,Portugal,32.72,30.69,32.25,15,0.7876,0.5836,0.7097,0.3286,-53.48
ALASKA,22,Russia,11.45,15.53,9.44,13.16,0.2756,0.2953,0.2077,0.2883,39.49
ALASKA,23,Indonesia,0.17,3.95,10.9,9.22,0.0042,0.075,0.24,0.2019,-15.44
ALASKA,24,Italy,21.12,10.31,13.69,8.37,0.5084,0.196,0.3014,0.1834,-38.87
ALASKA,25,Panama,0.1,0.01,0.02,8,0.0024,0.0003,0.0004,0.1754,42833.32
ARIZONA,0,World,15720.86,17853.63,18405.12,19396.14,1.2296,1.2061,1.1907,1.2285,5.38
ARIZONA,0,Top 25,14642.64,16523.9,16940.02,18009.66,93.1415,92.552,92.0397,92.8518,6.31
ARIZONA,1,Mexico,5135.29,6032.6,6289.79,7070.67,32.6654,33.7892,34.1742,36.454,12.42
ARIZONA,2,Canada,1963.03,2135.03,2194.21,2232.97,12.4868,11.9585,11.9217,11.5124,1.77
ARIZONA,3,China,1037.15,1002.78,1253.24,1078.4,6.5973,5.6167,6.8092,5.5599,-13.95
ARIZONA,4,Japan,623.69,837.21,919.93,855.85,3.9673,4.6893,4.9982,4.4125,-6.97
ARIZONA,5,United Kingdom,658.15,793.34,914.96,807.56,4.1865,4.4436,4.9712,4.1635,-11.74
ARIZONA,6,Germany,662.4,769.96,679.08,740.44,4.2135,4.3126,3.6896,3.8175,9.04
ARIZONA,7,Hong Kong,264.46,309.42,305.7,567.23,1.6822,1.7331,1.6609,2.9245,85.56
ARIZONA,8,Thailand,606.65,553.87,470.23,464.18,3.8589,3.1023,2.5549,2.3931,-1.29
ARIZONA,9,France,431.04,484.88,491.78,457.97,2.7418,2.7159,2.672,2.3611,-6.87
ARIZONA,10,Singapore,661.4,583.92,493.25,432.48,4.2071,3.2706,2.68,2.2297,-12.32
ARIZONA,11,Malaysia,411.09,498.86,405.81,400.2,2.615,2.7942,2.2049,2.0633,-1.38
ARIZONA,12,Taiwan,270.15,283.17,320.03,392.18,1.7184,1.586,1.7388,2.0219,22.55
ARIZONA,13,Brazil,331.89,353.79,372.92,369.24,2.1111,1.9816,2.0262,1.9037,-0.99
ARIZONA,14,Netherlands,229.01,336.92,350.57,367.76,1.4567,1.8871,1.9047,1.896,4.9
ARIZONA,15,"Korea, South",238.57,379.58,253.88,227.49,1.5175,2.1261,1.3794,1.1729,-10.39
ARIZONA,16,Australia,165.65,249.9,273.92,225.63,1.0537,1.3997,1.4883,1.1633,-17.63
ARIZONA,17,United Arab Emirates,89.86,90.69,82.73,216.6,0.5716,0.5079,0.4495,1.1167,161.8
ARIZONA,18,Switzerland,220.07,203.56,191.29,210.37,1.3999,1.1402,1.0393,1.0846,9.98
ARIZONA,19,Italy,220.69,201.51,197.66,178.76,1.4038,1.1287,1.0739,0.9216,-9.56
ARIZONA,20,Israel,146.51,148.94,132.91,156.48,0.9319,0.8342,0.7221,0.8068,17.73
ARIZONA,21,Saudi Arabia,89.38,118.63,114.64,129.9,0.5685,0.6645,0.6229,0.6697,13.32
ARIZONA,22,Russia,17.22,24.56,39.94,113.31,0.1095,0.1376,0.217,0.5842,183.68
ARIZONA,23,Iceland,3.62,0.51,30.92,105.71,0.023,0.0029,0.168,0.545,241.82
ARIZONA,24,Ireland,88.81,59.57,79.84,105.03,0.5649,0.3336,0.4338,0.5415,31.55
ARIZONA,25,India,76.85,70.69,80.8,103.27,0.4889,0.396,0.439,0.5324,27.81
ARKANSAS,0,World,5219.46,5607.09,7619.98,7154.48,0.4083,0.3788,0.493,0.4531,-6.11
ARKANSAS,0,Top 25,4033.83,4375.31,6030.39,6193.12,77.2844,78.0318,79.1391,86.5629,2.7
ARKANSAS,1,Canada,1382.98,1395.64,1652.86,1562.94,26.4966,24.8907,21.6911,21.8456,-5.44
ARKANSAS,2,Mexico,544.23,678.99,847.02,869.93,10.427,12.1095,11.1158,12.1592,2.7
ARKANSAS,3,China,335.6,413.16,718.6,683.45,6.4298,7.3686,9.4305,9.5528,-4.89
ARKANSAS,4,France,92.84,168.17,365.4,604.89,1.7788,2.9992,4.7953,8.4547,65.54
ARKANSAS,5,Hong Kong,131.98,129.72,192,273.56,2.5286,2.3134,2.5197,3.8236,42.48
ARKANSAS,6,Brazil,124.98,99.29,360.52,205.19,2.3946,1.7708,4.7313,2.868,-43.09
ARKANSAS,7,Germany,84.56,91.95,160.39,202.23,1.62,1.6399,2.1049,2.8267,26.09
ARKANSAS,8,Japan,334.15,213.64,208.15,193.15,6.402,3.8101,2.7317,2.6998,-7.21
ARKANSAS,9,Belgium,104.43,110.1,198.31,173.52,2.0008,1.9636,2.6026,2.4254,-12.5
ARKANSAS,10,"Korea, South",144.85,195.07,191.98,162.67,2.7752,3.479,2.5194,2.2737,-15.26
ARKANSAS,11,Australia,68.83,132.1,159.91,161.49,1.3187,2.356,2.0985,2.2571,0.99
ARKANSAS,12,United Kingdom,167.51,132.43,204.13,152.1,3.2094,2.3619,2.6789,2.1259,-25.49
ARKANSAS,13,Singapore,102.09,166.48,178.83,133.08,1.956,2.9692,2.3468,1.8601,-25.58
ARKANSAS,14,British Virgin Islands,1.09,0.13,0.01,108.78,0.0208,0.0023,0.0001,1.5204,1252084.02
ARKANSAS,15,Turkey,82.37,89.65,132.29,84.91,1.5781,1.5988,1.7361,1.1868,-35.82
ARKANSAS,16,Saudi Arabia,75.7,63.56,87.78,78.28,1.4504,1.1336,1.152,1.0941,-10.83
ARKANSAS,17,Taiwan,81.24,98.12,94.63,78.06,1.5566,1.75,1.2419,1.0911,-17.51
ARKANSAS,18,Austria,14.85,2.95,51.56,63.35,0.2845,0.0525,0.6767,0.8855,22.87
ARKANSAS,19,El Salvador,46.06,71.44,65.32,62.38,0.8825,1.2741,0.8572,0.8719,-4.5
ARKANSAS,20,Guatemala,56.09,49.88,55.91,60.28,1.0746,0.8895,0.7338,0.8426,7.81
ARKANSAS,21,Ecuador,6.28,11.97,15.23,58.93,0.1203,0.2135,0.1998,0.8237,287.03
ARKANSAS,22,Colombia,33.21,30.83,47.42,57.42,0.6363,0.5498,0.6222,0.8026,21.11
ARKANSAS,23,Thailand,12.2,24.96,39.19,56.32,0.2337,0.4452,0.5143,0.7871,43.71
ARKANSAS,24,Uruguay,3.04,2.23,1.56,54.5,0.0582,0.0398,0.0204,0.7617,3398.79
ARKANSAS,25,Greece,2.65,2.84,1.37,51.71,0.0508,0.0507,0.018,0.7228,3661.22
CALIFORNIA,0,World,143208.23,159135.68,161879.92,168128.42,11.2013,10.7503,10.4729,10.6485,3.86
CALIFORNIA,0,Top 25,128444.07,142442.42,143671.25,149019.93,89.6904,89.51,88.7517,88.6346,3.72
CALIFORNIA,1,Mexico,20949.09,25807.15,26369.66,23932.63,14.6284,16.2171,16.2896,14.2347,-9.24
CALIFORNIA,2,Canada,16214.28,17260.98,17424.02,18819.21,11.3222,10.8467,10.7635,11.1934,8.01
CALIFORNIA,3,China,12474.25,14193.56,13969.88,16358.64,8.7106,8.9192,8.6298,9.7298,17.1
CALIFORNIA,4,Japan,12176.68,13096.24,13033.45,12711.32,8.5028,8.2296,8.0513,7.5605,-2.47
CALIFORNIA,5,"Korea, South",8027.57,8425.15,8245.78,8394.07,5.6055,5.2943,5.0938,4.9927,1.8
CALIFORNIA,6,Hong Kong,6756.72,7664.43,7825.95,7795.77,4.7181,4.8163,4.8344,4.6368,-0.39
CALIFORNIA,7,Taiwan,6517.37,6245.1,6318.03,7472.24,4.551,3.9244,3.9029,4.4444,18.27
CALIFORNIA,8,Germany,5122.77,5307.49,4979.4,5590.74,3.5771,3.3352,3.076,3.3253,12.28
CALIFORNIA,9,India,3294.79,3792.51,3209.07,5261.74,2.3007,2.3832,1.9824,3.1296,63.96
CALIFORNIA,10,Netherlands,3952.92,4416.62,4343.78,4756.78,2.7603,2.7754,2.6833,2.8293,9.51
CALIFORNIA,11,United Kingdom,4180.52,4154.67,4343.12,4595.87,2.9192,2.6108,2.6829,2.7335,5.82
CALIFORNIA,12,Singapore,4027.81,4139.37,4009.77,4175.69,2.8126,2.6012,2.477,2.4836,4.14
CALIFORNIA,13,Australia,3148.71,3716.2,4061.88,3665.47,2.1987,2.3352,2.5092,2.1802,-9.76
CALIFORNIA,14,Belgium,2237.33,2680.85,2765.3,3239.76,1.5623,1.6846,1.7082,1.927,17.16
CALIFORNIA,15,France,2343.05,2360.59,2660.28,2649.5,1.6361,1.4834,1.6434,1.5759,-0.41
CALIFORNIA,16,Malaysia,2209.41,2473.52,2398.25,2341.8,1.5428,1.5543,1.4815,1.3929,-2.35
CALIFORNIA,17,Israel,1952.88,2680.09,2655.62,2322.82,1.3637,1.6842,1.6405,1.3816,-12.53
CALIFORNIA,18,Chile,790.13,1477.53,2138.34,2287.35,0.5517,0.9285,1.3209,1.3605,6.97
CALIFORNIA,19,Brazil,2813.33,2931.03,3008.8,2098.23,1.9645,1.8418,1.8587,1.248,-30.26
CALIFORNIA,20,Italy,1936.74,2064.94,1855.55,1990.49,1.3524,1.2976,1.1463,1.1839,7.27
CALIFORNIA,21,Switzerland,1572.74,1621.31,1741.22,1950.03,1.0982,1.0188,1.0756,1.1598,11.99
CALIFORNIA,22,Thailand,1950.61,1926.46,1792.68,1835.78,1.3621,1.2106,1.1074,1.0919,2.4
CALIFORNIA,23,Philippines,1344.81,1414.24,1562.89,1703.97,0.9391,0.8887,0.9655,1.0135,9.03
CALIFORNIA,24,United Arab Emirates,1359.51,1434.65,1810.53,1637.27,0.9493,0.9015,1.1184,0.9738,-9.57
CALIFORNIA,25,Spain,1090.08,1157.73,1147.98,1432.76,0.7612,0.7275,0.7092,0.8522,24.81
COLORADO,0,World,6726.5,7331.83,8167.35,8688.81,0.5261,0.4953,0.5284,0.5503,6.38
COLORADO,0,Top 25,6116.19,6592,7238.26,7850.94,90.9268,89.9093,88.6244,90.3569,8.46
COLORADO,1,Canada,1659.36,1540.58,2000.75,2060.29,24.6691,21.0122,24.4969,23.7119,2.98
COLORADO,2,Mexico,589.77,754.76,849,917.87,8.7679,10.2943,10.3951,10.5638,8.11
COLORADO,3,China,558.43,635.3,675.69,772.03,8.302,8.665,8.2731,8.8853,14.26
COLORADO,4,Japan,318.14,392.79,426.67,442.05,4.7296,5.3574,5.2241,5.0875,3.6
COLORADO,5,"Korea, South",200.85,225.77,266.41,340.64,2.986,3.0793,3.2619,3.9204,27.86
COLORADO,6,Switzerland,185.66,241.46,245.35,328.97,2.7601,3.2933,3.004,3.7862,34.08
COLORADO,7,Netherlands,331.37,316.43,279.69,304.49,4.9263,4.3158,3.4245,3.5044,8.87
COLORADO,8,Malaysia,175.18,208.46,223.75,274.21,2.6043,2.8432,2.7396,3.1559,22.55
COLORADO,9,Hong Kong,139.23,173.98,233.66,250.8,2.0699,2.373,2.8609,2.8865,7.34
COLORADO,10,Germany,320.73,314.04,281.83,239.77,4.7682,4.2833,3.4507,2.7596,-14.92
COLORADO,11,United Kingdom,212.52,247.36,204.7,211.71,3.1594,3.3738,2.5063,2.4366,3.42
COLORADO,12,Philippines,210.88,222.3,191.37,195.95,3.1351,3.0319,2.3431,2.2552,2.39
COLORADO,13,Brazil,123.75,105.69,172.18,193.76,1.8397,1.4415,2.1081,2.23,12.53
COLORADO,14,Taiwan,156.12,180.63,144.34,182.36,2.321,2.4636,1.7673,2.0988,26.34
COLORADO,15,Australia,160.51,178.94,171.57,181.21,2.3863,2.4406,2.1007,2.0855,5.61
COLORADO,16,Belgium,140.59,131.4,136.82,171.07,2.0902,1.7921,1.6753,1.9688,25.03
COLORADO,17,France,121,141.93,155.44,150.79,1.7989,1.9358,1.9032,1.7354,-2.99
COLORADO,18,India,102.09,118.99,119.04,111.84,1.5177,1.623,1.4576,1.2871,-6.05
COLORADO,19,New Zealand,59.98,22.95,18.57,94.94,0.8917,0.313,0.2274,1.0926,411.16
COLORADO,20,Singapore,100.49,104.73,91.93,88.22,1.494,1.4284,1.1256,1.0154,-4.03
COLORADO,21,Saudi Arabia,37.64,33.38,45.43,74.91,0.5595,0.4552,0.5563,0.8622,64.88
COLORADO,22,Thailand,62.39,111.91,70.18,70.79,0.9275,1.5264,0.8593,0.8147,0.87
COLORADO,23,United Arab Emirates,37.55,58.28,72.57,70.47,0.5582,0.7949,0.8886,0.811,-2.9
COLORADO,24,Italy,64.71,64.79,80.36,70.15,0.962,0.8837,0.984,0.8074,-12.71
COLORADO,25,Russia,47.24,65.16,80.94,51.68,0.7022,0.8888,0.991,0.5948,-36.15
CONNECTICUT,0,World,16028.82,16208.98,15961.5,16476.3,1.2537,1.095,1.0326,1.0435,3.23
CONNECTICUT,0,Top 25,12911.44,13372.3,13963.72,14722.18,80.5514,82.4993,87.4838,89.3537,5.43
CONNECTICUT,1,France,2225.68,1971.01,1906.52,2434.61,13.8855,12.16,11.9445,14.7764,27.7
CONNECTICUT,2,Canada,1611.59,1716.76,1916.09,1915.94,10.0543,10.5914,12.0044,11.6285,-0.01
CONNECTICUT,3,Germany,1268.03,1383.77,1496.67,1397.4,7.9109,8.5371,9.3768,8.4813,-6.63
CONNECTICUT,4,United Arab Emirates,103.02,541.79,1088.91,1222.57,0.6427,3.3425,6.8221,7.4202,12.27
CONNECTICUT,5,Mexico,982.3,1098.37,1141.02,1217.3,6.1283,6.7763,7.1486,7.3882,6.69
CONNECTICUT,6,China,1024.13,981.5,1010.93,903.88,6.3893,6.0553,6.3336,5.486,-10.59
CONNECTICUT,7,United Kingdom,652.87,686.54,636.31,696.12,4.0731,4.2355,3.9865,4.225,9.4
CONNECTICUT,8,"Korea, South",475.23,486.05,550.89,549.88,2.9648,2.9986,3.4514,3.3374,-0.18
CONNECTICUT,9,Singapore,688.01,313.86,481.08,546.51,4.2924,1.9363,3.014,3.3169,13.6
CONNECTICUT,10,Japan,477.15,579.75,573.56,529.15,2.9768,3.5767,3.5934,3.2116,-7.74
CONNECTICUT,11,Netherlands,567.68,551.39,516.78,486.6,3.5416,3.4018,3.2377,2.9533,-5.84
CONNECTICUT,12,Brazil,385.82,381.78,320.66,318.2,2.407,2.3554,2.0089,1.9313,-0.77
CONNECTICUT,13,Malaysia,185.59,418.36,402.74,311.45,1.1579,2.581,2.5232,1.8903,-22.67
CONNECTICUT,14,Qatar,24.5,8.95,26.42,243.15,0.1528,0.0552,0.1655,1.4757,820.37
CONNECTICUT,15,Turkey,211.08,445.82,319.22,241.91,1.3169,2.7505,2,1.4682,-24.22
CONNECTICUT,16,Belgium,768.7,546.36,294.16,233.49,4.7957,3.3707,1.8429,1.4171,-20.63
CONNECTICUT,17,Colombia,50.65,70.47,65.9,219.38,0.316,0.4347,0.4129,1.3315,232.89
CONNECTICUT,18,Algeria,0.32,100.03,163.09,193.27,0.002,0.6171,1.0218,1.173,18.51
CONNECTICUT,19,Hong Kong,258.78,219.87,223.63,180.6,1.6145,1.3564,1.4011,1.0961,-19.24
CONNECTICUT,20,Switzerland,141.1,190.14,186.6,170.33,0.8803,1.1731,1.1691,1.0338,-8.72
CONNECTICUT,21,Australia,191.53,145.44,147.6,160.85,1.1949,0.8973,0.9247,0.9762,8.98
CONNECTICUT,22,Italy,215.9,154.17,130.08,145.95,1.3469,0.9511,0.8149,0.8858,12.2
CONNECTICUT,23,Norway,175.04,134.98,127.53,145.59,1.092,0.8327,0.799,0.8837,14.16
CONNECTICUT,24,Dominican Republic,119.07,130.36,130.47,129.43,0.7429,0.8042,0.8174,0.7855,-0.8
CONNECTICUT,25,Taiwan,107.68,114.8,106.86,128.63,0.6718,0.7082,0.6695,0.7807,20.38
DELAWARE,0,World,4945.07,5511.67,5113.44,5402.96,0.3868,0.3723,0.3308,0.3422,5.66
DELAWARE,0,Top 25,4457.12,4943.8,4561.78,4921.33,90.1325,89.6968,89.2116,91.0858,7.88
DELAWARE,1,Belgium,89.97,124.15,186.37,1008,1.8195,2.2526,3.6448,18.6564,440.85
DELAWARE,2,Canada,1265.6,1503.11,1028.81,746.25,25.5931,27.2714,20.1197,13.8119,-27.46
DELAWARE,3,United Kingdom,972.54,928.5,754.63,494.43,19.6669,16.8461,14.7578,9.1511,-34.48
DELAWARE,4,China,362.33,464.76,413.23,449.45,7.327,8.4322,8.0812,8.3186,8.77
DELAWARE,5,Netherlands,81.05,124.66,271.36,267.35,1.6389,2.2618,5.3068,4.9482,-1.48
DELAWARE,6,Saudi Arabia,88.03,119.45,190.33,254.58,1.7802,2.1673,3.7221,4.7119,33.76
DELAWARE,7,Germany,297.7,263.33,303.1,244.63,6.0201,4.7776,5.9276,4.5277,-19.29
DELAWARE,8,United Arab Emirates,32.31,43.83,75.57,241.42,0.6534,0.7951,1.4778,4.4683,219.48
DELAWARE,9,Japan,338.99,373.23,344.77,226,6.8551,6.7716,6.7425,4.1829,-34.45
DELAWARE,10,Mexico,147.93,150.87,144.76,131.45,2.9914,2.7373,2.831,2.4329,-9.19
DELAWARE,11,"Korea, South",119.89,135.12,112.88,115.15,2.4244,2.4516,2.2075,2.1313,2.01
DELAWARE,12,Singapore,86.54,158.56,121.72,105.48,1.75,2.8768,2.3803,1.9522,-13.34
DELAWARE,13,Brazil,212.86,108.11,117.6,97.13,4.3045,1.9614,2.2999,1.7978,-17.4
DELAWARE,14,Taiwan,115.53,118.52,96.53,95.09,2.3362,2.1504,1.8877,1.76,-1.49
DELAWARE,15,Hong Kong,30.42,21.63,32.14,56.58,0.6152,0.3924,0.6285,1.0473,76.07
DELAWARE,16,Costa Rica,56.66,66.69,57.41,55.53,1.1457,1.2099,1.1227,1.0279,-3.27
DELAWARE,17,Kuwait,14.61,34.21,34.84,52.07,0.2954,0.6207,0.6814,0.9638,49.45
DELAWARE,18,Cameroon,0.09,0.1,40.64,47.67,0.0019,0.0019,0.7947,0.8823,17.31
DELAWARE,19,India,24.5,27.8,36.74,42.42,0.4954,0.5044,0.7185,0.7851,15.45
DELAWARE,20,Jordan,15.86,10.06,26.41,39.19,0.3207,0.1825,0.5164,0.7253,48.4
DELAWARE,21,Turkey,20.7,51.79,32.48,33.49,0.4187,0.9397,0.6353,0.6199,3.1
DELAWARE,22,Ireland,24.52,18.73,18.74,31.9,0.4959,0.3398,0.3665,0.5904,70.23
DELAWARE,23,France,32.57,62.56,69.77,29.67,0.6587,1.135,1.3644,0.5492,-57.47
DELAWARE,24,Georgia,2.63,6.46,24.6,28.38,0.0531,0.1172,0.481,0.5253,15.39
DELAWARE,25,Colombia,23.29,27.57,26.37,28,0.4709,0.5003,0.5157,0.5182,6.17
DISTRICT OF COLUMBIA,0,World,1482.78,1038.57,2014.64,2708.41,0.116,0.0702,0.1303,0.1715,34.44
DISTRICT OF COLUMBIA,0,Top 25,1081.1,690.56,1936.46,2664.13,72.9105,66.4909,96.1198,98.365,37.58
DISTRICT OF COLUMBIA,1,United Arab Emirates,428.79,282.34,1615.13,2246.85,28.9177,27.1852,80.1697,82.9581,39.11
DISTRICT OF COLUMBIA,2,Morocco,16.37,118.36,104.35,113.54,1.1043,11.3961,5.1797,4.1921,8.8
DISTRICT OF COLUMBIA,3,Italy,1.66,7.84,28.81,69.71,0.112,0.7549,1.4299,2.5738,141.98
DISTRICT OF COLUMBIA,4,Denmark,0.07,5.1,19.08,50.39,0.0049,0.4914,0.9471,1.8606,164.12
DISTRICT OF COLUMBIA,5,Switzerland,56.09,17.58,35.53,33.06,3.7831,1.6927,1.7634,1.2206,-6.94
DISTRICT OF COLUMBIA,6,Oman,12.23,18.13,16.41,26.73,0.8248,1.7454,0.8146,0.9868,62.85
DISTRICT OF COLUMBIA,7,Germany,5.94,9.82,2.65,17.64,0.4007,0.9459,0.1318,0.6512,564.38
DISTRICT OF COLUMBIA,8,Brazil,17.63,11.03,9.73,13.36,1.1887,1.0618,0.4832,0.4933,37.26
DISTRICT OF COLUMBIA,9,Canada,5.11,4.91,5.39,12.93,0.3443,0.4725,0.2674,0.4775,140.09
DISTRICT OF COLUMBIA,10,United Kingdom,239.46,84.37,3.84,12.57,16.1492,8.1235,0.1906,0.4642,227.37
DISTRICT OF COLUMBIA,11,Turkey,2.52,3.46,0.98,11.8,0.1701,0.3335,0.0487,0.4357,1103.45
DISTRICT OF COLUMBIA,12,India,17.95,24.75,29.3,7.63,1.2105,2.3834,1.4541,0.2818,-73.95
DISTRICT OF COLUMBIA,13,Argentina,0.65,6.29,1.12,7.19,0.044,0.6055,0.0555,0.2655,543.59
DISTRICT OF COLUMBIA,14,Bahrain,159.87,44.6,26.53,5.98,10.7815,4.2939,1.3171,0.2207,-77.48
DISTRICT OF COLUMBIA,15,Chile,12.4,10.9,4.41,4.93,0.8361,1.0497,0.219,0.1822,11.82
DISTRICT OF COLUMBIA,16,El Salvador,1.24,0.41,6.01,4.37,0.0836,0.0392,0.2982,0.1614,-27.24
DISTRICT OF COLUMBIA,17,Panama,0.16,0.28,0.38,3.82,0.0109,0.0265,0.0188,0.1409,904.95
DISTRICT OF COLUMBIA,18,Belgium,0.59,0.61,0.18,3.31,0.0399,0.0588,0.009,0.1223,1718.83
DISTRICT OF COLUMBIA,19,Kuwait,2.99,3.34,3.95,3.13,0.2019,0.3215,0.1962,0.1157,-20.73
DISTRICT OF COLUMBIA,20,Colombia,17.28,3.89,10.58,2.85,1.1656,0.3741,0.525,0.1052,-73.05
DISTRICT OF COLUMBIA,21,France,1.99,3.86,1.93,2.76,0.1339,0.3715,0.0956,0.102,43.41
DISTRICT OF COLUMBIA,22,Nigeria,2.04,2.55,2.81,2.76,0.1374,0.2457,0.1395,0.1017,-1.96
DISTRICT OF COLUMBIA,23,China,62.54,7.73,3.2,2.39,4.2174,0.7439,0.1591,0.0882,-25.46
DISTRICT OF COLUMBIA,24,Spain,7.18,4.57,4.15,2.24,0.4844,0.4397,0.2059,0.0827,-46.03
DISTRICT OF COLUMBIA,25,Tunisia,8.36,13.86,0.01,2.19,0.5637,1.3346,0.0006,0.0809,17435.05
FLORIDA,0,World,55399.35,64928.83,66201.8,60461.05,4.3332,4.3862,4.2829,3.8293,-8.67
FLORIDA,0,Top 25,41799.07,49710.25,51582.67,46511.23,75.4505,76.5611,77.9173,76.9276,-9.83
FLORIDA,1,Brazil,4748.99,5276.53,4880.92,5367.32,8.5723,8.1266,7.3728,8.8773,9.97
FLORIDA,2,Canada,3862.68,4068.56,3845.25,4489.35,6.9724,6.2662,5.8084,7.4252,16.75
FLORIDA,3,Switzerland,5027.6,7292.09,8216.53,3417.86,9.0752,11.2309,12.4113,5.653,-58.4
